,index,text,labels
959,959,As a result of our pilot program Washington state added a new level of certification Critical Care Paramedicâ httpstcotjGLzFn,5
960,960,The scope of practice issue requires ambulance services to hire more expensive nurses to do Critical Care workâ httpstcoNxiuDAgz,5
961,961,POTUS had other plans in mind For the last year hes been writing Executive Orders establishing new directiveâ httpstcocPZLgyu,5
962,962,Trump knew Congress would never appropriate the money for the wall      Congress giving him the wall would be a wâ httpstcoIKGBiSJQVu,5
963,963,Your cognitive dissonance would be caused by a lack of awareness of a rule change     See where this is going    Bâ httpstcooDXHyZdh,5
964,964,If you were a medic and you were not aware of the new level of certification and saw another paramedic transporâ httpstcogFqvjmv,5
965,965,That my friends is how POTUS will in fact build the wall with DoD funding despite the fact that no previousâ httpstcojjQhGfPkCR,5
966,966,Terrorists funnel through the border Trump made it an issue of national security and wrote EOs placing it undâ httpstcoshkheiNY,5
967,967,If you havent kept up on Trumps EOs youre in the dark   The rules that past Presidents have played by are nâ httpstcoxmEWLjHOt,5
968,968,Even WaPo is admitting to having knowledge of the plan httpstcoOlPkEKFR,5
969,969,You can deride us if you want but those who have followed Qanon have been keeping tabs on Trumps Executive Ordeâ httpstcoCKBHPzubD,5
970,970,httpstcoqwZqBgTG,5
971,971,Is QAnon legit I started typing this thread this morning Its more urgent to post and share this given the atâ httpstcoxoHtovMH,5
972,972,The question of QAnon being a LARP has been debated but theres huge evidence that Q is real and very directlâ httpstcoMicBAsIjL,5
973,973,Recently a YouTube channel American Intelligence Media AIM claimed that Q is a LARPPsyop This was upsettâ httpstcohcKrxAap,5
974,974,The recent push by AIM about the SES may have caused AIM to be targeted How do we interpret the claims by AIM,5
975,975,Here is my analysis There are many factors that serve to debunk the AIM video that tries to debunk QAnon as lâ httpstcoSRRWFoifbI,5
976,976,b They claim that QAnon contacted them directly Q said he would engage in No comms privately w anyone,5
977,977,c They claim that Q could NOT be a close insider since the release of the info would be a national security viâ httpstcoXOUKrIG,5
978,978,d They falsely claim Q has not shown confirmations win  weeks of predictions This is easily disproven by thâ httpstcoAplYZDmAy,5
979,979,âand of foreknowledge of events BDT bomber Hawaiian missile alert NK deal use of Omnibus deal to fund buildiâ httpstcoOQBVNKmX,5
980,980,e They WILL NOT DISCLOSE how they figured out the original Q to be legitânor how they debunked the current onâ httpstcoTQpTHMz,5
981,981,g They claim that the current Q is antiSemiticâbased on WHAT evidence  h AIM also specifically attacks otheâ httpstcozIUjnQb,5
982,982,i They claim to be smarter than the public having solved the puzzle in minutes and to have been invitedâ httpstcopgDPojnsg,5
983,983,In case it helps they claim the puzzle they solved is encrypted in this message  Eagles rain fire on the Canâ httpstcoPAXrCYxAC,5
984,984,j The idea that Q was shut down by the cabal who took control for a psyop wo making an effort to communicaâ httpstcoavkJicNuW,5
985,985,k Important to remember Q warned us that they want you DIVIDED The logical conclusion is either that AIMâ httpstcoLgfSRQNXB,5
986,986,I believe that the latter interpretation is more likely based on their prior history especially given the evenâ httpstcovfGtvHPzfq,5
987,987,To conclude all evidencethe many confirmations and the escalating attacks on Q and efforts at division ofâ httpstcojzieXhgc,5
988,988,The recent disinfo campaign and direct attack on QAnons GA board today compel us to analyze Please retweetcâ httpstcofopEGYMU,5
989,989,âTo Q or not to Qâ    FakeReal GoodBad Psyop     I try to be an informer I try to not interject my opinion a lotâ httpstcotetQRrrde,5
990,990,We the people of the United States Of America are sheep We have been fooled and misled very easily by the cabalâ httpstcoaWgcfXtQ,5
991,991,Only pride and ego stands in the way of them realizing they are sheep also  Btw Iâm sheep also       We have folloâ httpstcopIQTyLKscZ,5
992,992,Yes certain people didnât do it blindly but yet followed They were unruly sheep  The true nonsheep are dead Theâ httpstcopgchkhLuOQ,5
993,993,But we didnât as a society we trusted and blindly followed   This is how we got to where we are today        Enterâ httpstcoAlZXNdmGx,5
994,994,Q remaining anonymous gives everyone plausible deniability   I included  screenshots of a good definition even ifâ httpstcomlKyHqX,5
995,995,Q must maintain this plausible deniability at all times  If that is ever given up by accident or on purpose Trumpâ httpstcoOsyRZdQoM,5
996,996,So no matter what happens plausible deniability has to be maintained This means above all Q has to remain anonymouâ httpstcoAgkOnamjiM,5
997,997,Yes there are clues hints tongue in cheek posts indicators but in the end plausible deniability is maintainedâ httpstcoORxWHSyR,5
998,998,This plausible deniability is what turns away certain folks  They are usually the unruly sheep mentioned above  Tâ httpstcobokJocTUQ,5
999,999,They just sense the secretiveness of Q maintaining the plausible deniability  Letâs examine the overall situationâ httpstcooSUvfa,5
1000,1000,We are sheep and we blindly followed the cabal till now this is fact     Q says we are sheep and is trying to teachâ httpstcoUMzkBWCZIG,5
1001,1001,Once you realize this dichotomy then you can start to see others point of view        Iâm not suggesting anyone starâ httpstcoDcaBzOzm,5
1002,1002,I have said from the beginning this is a personal journey of discovery   If you just discovered someone elseâs poiâ httpstcoDGylvOiM,5
1003,1003,If anything can be taken from this thread let it be always question and challenge everything even if itâs in privatâ httpstcoHvUfdQufw,5
1004,1004,Lest we repeat the last  plus years,5
1005,1005,Hey INDIANA Youre one of the Lucky  States with early Primaries  VOTE MAY    Register by April  hereâ httpstcorhaHSaAZgv,5
1006,1006,INDIANA PRIMARIES IN IN IN IN IN IN IN IN IN  PRIMARY VOTE MAY    THREAD of All thâ httpstcoNgOuMIBx,5
1007,1007,ABSENTEE BALLOT from APRIL   Mailin Deadline applications April    All registered voters are eligible to voâ httpstcoLsdpjPMphy,5
1008,1008,Indiana strictly requires Photo ID to Vote  ID Requirements here httpstcosSOnhj    Dont have ID   Contactâ httpstcoXLMhmxGjna,5
1009,1009,Indiana has some voter purging problems   Check amp Doublecheck that you are still Registered to Vote hereâ httpstcooTNLepDB,5
1010,1010,CongressRun IN IN  Democratic Incumbent Peter J Visclosky  httpstcoJZawrHnL  TeamVisclosky  DEM Chalâ httpstcokEmFDchSU,5
1011,1011,Primaries IN IN  vs GOP Incumbent Jackie Walorski  DEMS  Douglas Carpenter  Pat Hackett httpstcoKoCCTTenYâ httpstcotRECRTnH,5
1012,1012,Primaries IN IN  vs GOP Incumbent Jim Banks  John F Roberson ExPolice Officer  httpstcouSHDNGS  Tommy Aâ httpstcozvYOnUmy,5
1013,1013,Primaries IN IN  Tobi Beck BeckForIndiana  httpstcoGakkusdBgw  Roger D Day   httpstcoMfMBMmnqâ httpstcoqtAeeLUbR,5
1014,1014,Primaries IN  vs GOP Susan Brooks  Dion Douglas httpstcoMOHOlmne Dion_IN   Sean Dugdaleâ httpstcoMaeiLcdG,5
1015,1015,IN  vs GOP Luke Messer  George Holland httpstcoXmmUfSVnY  Jeannine Lake  httpstcoDIZjLamprâ httpstcoRqOeI,5
1016,1016,IN  VOTE May      Democratic Incumbent   Andre D Carson httpstcotmgmtruz  AndreCongress    Curtis D Goâ httpstcoJRVqnvMhk,5
1017,1017,IN IN  Primaries MAY    Register to Vote by April  here httpstcodJwBYooU    William Tanoosâ httpstcouxMflEYi,5
1018,1018,IN IN  vs GOP Incumbent Trey Hollingsworth    Dan Canon httpstcoUCRrrmzO  canonforIndiana    Rob Chatlosâ httpstcoSEtYTsJwcK,5
1019,1019,SECRETARY OF STATE   vs GOP Incumbent Connie Lawson  Jim Harper Attorney  httpstcodRdtEMHhâ httpstcoaJvhKFoHlV,5
1020,1020,And dont forget your PROSECUTING ATTORNEYS   Watch this minute video from the ACLU on how powerful Prosecuting â httpstcopDCKbvhM,5
1021,1021,Remember when former EPA Administrator lied three times under oath but only the Executive Branch couldâve held herâ httpstcoIOFnvxl,5
1022,1022,Oh look thereâs former EPA Administrator Gina McCarthy hanging out at the Olympics in Rio and guess what She fleâ httpstcorcTwxF,5
1023,1023,Gina McCarthy hooked her buddies up at Harvard with  million in grants for an alleged independent study but itâ httpstcooeEpScEpt,5
1024,1024,This is why media never talked about EPA Gina McCarthy she hated coal and worked vigorously to eliminate itâ httpstcoqtIScUGi,5
1025,1025,Why doesnât TGowdySC write a letter to finally see Gina McCarthyâs conflict of interest since former admin wouldnâ httpstcouuCOfUxvE,5
1026,1026,Just checking out the Myan ruins because thatâs official business right EPA USGAO usgaolegal EPA httpstcoDqdhbxCRUb,5
1027,1027,Maybe we should ask how much it cost taxpayers for Gina McCarthy to fly to Cusco and Urubamba to play dress up withâ httpstcoUGqbZFr,5
1028,1028,WTF does reading have to do with the Environmental Protection Agency oh my bad it was the âthe magic school bus ampâ httpstcoQOVDYpExK,5
1029,1029,Just a quick glance at EPA Gina McCarthy record is quite interesting how did they spend  on a conference nâ httpstcoyFHrhjdX,5
1030,1030,Another gem from former EPA  paid by the EPA for a nonEPA traveler thatâs totally normal Accountabilitâ httpstcoHYXed,5
1031,1031,Itâs all about control EPAScottPruitt has been slashing the impossible and expensive regulations put in place by fâ httpstcotDaNpipBH,5
1032,1032,While Democrats and Republicans pursue an enema of all things EPAScottPruitt former admin did whatever they pleaseâ httpstcopuWpHqR,5
1033,1033,The former EPA was rogue even a Federal Judge said so but muhhhh Scott Pruitt spent too much on a secure phone booâ httpstcoQVXIkiaeRz,5
1034,1034,Truth about the former EPA ðhonestly all the politicians attacking EPAScottPruitt should be looked at closely châ httpstcomfmyynGC,5
1035,1035,ð Thank God for EPAScottPruitt and realDonaldTrump MondayMotivaton EPA httpstcoDUvBGYGW,5
1036,1036,Not a joke BTW thatâs really the former EPAð httpstcoInhmbpJWsg,5
1037,1037,ØÙØªÙØ¹Øª Ø¹Ù ØÙØªØ¹ÙÙÙ ØØÙÙ ØØ³ÙÙ ÙÙ ØÙØÙØªØØØØØª ÙØØØÙ ÙØØØªØØØÙ ÙÙØÙØ ØÙÙØØÙØ¹ ØÙÙØÙÙ ÙÙØªØØØ¹Ø ØÙØÙØªØØØØØª ØØØØ ØÙÙØØ³Ø³ØØª Ù ØÙâ httpstcoZuCBerAX,5
1038,1038,ØØØØ ØÙÙÙØØ ØÙÙØÙÙØ ÙÙØÙØªØØØØØª ØÙØ ØØØÙ ÙØÙ ÙØÙØª ØØµØØØª ÙÙØØ ØÙØÙÙØØØÙØ ØªØØªØØ ØÙÙ ØØ¹Ø ØÙØ³ÙØØ³Ø ØØªÙ ØªØªÙÙÙ ÙÙ ØÙØªØ¹ØÙÙ Øâ httpstcoyhknNOwXvZ,5
1039,1039,ÙÙÙØ ÙØØµ ØÙØ³ÙØÙ ØÙØØ³ØªÙØÙ ÙØÙÙØÙÙÙÙ ÙØÙÙ Ø³ØØ ØØÙÙ ØÙØ ØØØÙ ÙÙÙ ÙÙÙ ØÙ ØªØØÙØ² Ø ØØ³ØªØÙØØ Ø¹ÙÙÙØ ØªØØØ ÙÙØ³Ù ÙØµØÙÙ ÙÙØ³Ù ÙÙÙ ÙÙÙÙÙØ ÙÙ ØÙØ³ÙØÙ ØÙØ³ÙØØ³Ù,5
1040,1040,ÙÙÙØ ÙØØµ ØÙØÙÙ ØÙØ³ÙØØ³Ù Ù ØÙ ØÙØÙÙØ ÙØÙØª ØØªØÙÙÙ ØÙØ¹ÙÙÙØ ÙÙ ØÙÙØ ØÙØªØØØØØª ØÙÙ ØÙÙØ ØªØØÙØ ØÙØÙØ ÙÙ ÙØ³ØØ Ù ÙÙÙÙÙ Ù ÙÙ Ùâ httpstcoEtRMpUas,5
1041,1041,ÙØØØ ØªÙØÙØÙ ØÙ ØºÙØØ ØÙØªÙØÙÙ ØÙØ³ÙØØ³Ù ÙØÙÙØ ØÙØØÙØ³ ØØÙÙÙ ÙÙ ØªØØÙ ØÙØÙÙØ ÙÙ ØÙØ¹ÙÙÙØ ØÙÙØÙÙÙØ  ÙÙØØ ØÙØ ÙØØ Ø¹ÙÙ ØÙÙØÙ ØÙØÙÙÙ,5
1042,1042,ÙÙÙØ ÙØØµ ØÙØØØ¹ØØ ØÙ ØÙØªØµÙÙØª ÙÙØ¹ÙØØÙØ² ÙÙØ Ù ÙØ ØØÙ ØÙØÙ ØÙØØØØ¹ Ø³ÙÙØØª ØÙÙØØÙØ ØÙØÙÙ Ù ÙÙÙÙÙ ÙØØØ ØÙØ³ØØ ÙÙ Ùª ÙÙÙ ØÙÙØØâ httpstcoUVpgzKxB,5
1043,1043,ÙÙ ØªØ¹ØÙÙÙ ÙØ¹ ÙØÙØØ ÙÙ ØÙÙ ÙØªØÙØ³ ÙÙØØÙØ³ ÙÙÙ ØÙÙ ÙØÙ Ø¹ÙØÙÙ ÙÙ Ø³ÙØ ØÙÙÙØ ÙØÙØª ÙÙØÙØ Ù ØªØØÙØ ÙÙ ØØÙØ¹ØØª ÙØ ÙÙØØ ØÙØ ØÙØªÙâ httpstcoSymhHObruc,5
1044,1044,ÙØØ ØÙØÙÙ ÙØØªÙØ¹ ØÙÙØØØÙØ ÙÙÙÙ ÙØÙÙÙ ØµØºØØ ÙØªÙ ØªØØÙÙÙÙ ÙØµØÙØ ØÙÙ ÙÙØÙØ ØÙÙØØÙ ØÙØÙ Ø³ÙÙ ØÙØÙØ ÙÙØØÙØÙ ÙÙ Ø¹ØØµØÙ ØÙÙÙÙÙÙâ httpstcoOHDuD,5
1045,1045,ØÙÙØµØÙÙÙ ÙØ²ÙÙØ ØØÙÙØ¹Ù ÙÙÙÙ ÙØÙÙÙ ÙØÙÙÙ ÙØµØ ÙÙØØØÙÙ ØÙØÙØ ÙÙ ØÙÙØ³ØØ ØÙØÙ ØØØªØØÙÙ ÙÙ Ù ÙÙÙÙÙ Ù ØØ¹ØÙÙ ÙØªØÙØ³ ÙØØØµ ØÙØØÙâ httpstcodQONwx,5
1046,1046,ÙØ³ØØ¹ØØ ØØØØ³Ø Ø¹Ù ØÙÙØØØÙØ ØÙØ³ÙØØ³ÙØ ÙÙÙ ØØÙØØÙØÙ ØªÙØÙ ÙØØÙØ ØÙ ØÙÙØØØÙØ ÙØØØ ØÙØ³Ù ÙÙØ,5
1047,1047,ÙÙØÙÙØªÙ ÙÙ ØÙÙÙØØØ ØªØØªÙ ØÙ ÙØÙ ÙØ¹ØÙØ ÙÙÙÙÙ ÙÙ ØÙØªÙØÙ ÙØØÙØ ÙØ³ÙØ³ ÙÙØ³ÙØØ ØØªÙ ÙÙ ÙØØØµ ÙÙ ØØØÙ ØÙÙØØ³Ø³Ø ØÙØ¹Ø³ÙØÙØ ÙÙÙ ÙØâ httpstcorZaUESgyC,5
1048,1048,Ø³ÙØØØ ØÙØØÙØ³ ÙØªØØªÙ ØÙØØÙÙØ ØØØµÙØ ØÙØ ÙÙ ØØ¹Ù ØÙÙØµØÙÙÙ ÙÙÙÙ Ø³ÙÙÙÙ Ø¹ÙÙÙ ÙÙØÙ ÙØÙØØ ØÙÙÙØ ÙÙ ØØ¹ØØØ ØØÙÙ ÙÙ ØØ¹Ø Ù Ø³ÙÙØØªâ httpstcoCFKUqQV,5
1049,1049,ÙÙÙØ ÙØØ³Ø ØÙØØÙØ³ ØÙÙØ ØªØØªÙØ ÙÙØØØÙØ¹ Ù ØÙ ØÙÙ ÙØØÙØ¹ ÙÙ ØÙØ³ÙÙØØª ØÙÙØØÙØ  ÙÙ ÙØØ¹ ØÙÙØ ØØ³ØØ³ÙØ ÙØÙØØ Ø³ÙØØ³ÙØ ÙØªÙØÙØ³ÙØ ÙØÙâ httpstcoQVGMEeAH,5
1050,1050,ÙØØ¹ÙØØ Ø¹Ù ØÙÙØØÙ ÙØÙØØÙØ³ Ù ØÙ ÙØÙØ ØÙÙØµØÙÙÙ ÙÙØ¹ÙÙÙ ÙØÙØ ØÙÙÙ ÙØ³ØÙÙÙ ØÙØ³ØØ³Ø ÙØÙÙØØØ ÙØÙ ÙØ ØØØ ÙÙ ÙÙØÙØ ÙÙ ÙØ²ØÙÙ ØÙØâ httpstcojPPkqRHz,5
1051,1051,ÙÙØ ØØ¹ØªÙØ ØÙ ØÙØØÙØ³ ÙØØªØØ ØÙÙ ÙØÙÙ ØÙØªØµØØÙ ÙØØªÙÙ ØØ¹ÙØØÙ Ø¹Ù ØÙÙÙØÙØÙÙ ØªÙØÙØ ÙØÙ ÙØªØØ ÙØØØØØª ØµØ¹ØØ ØØªÙÙÙÙ ØÙØÙÙØÙ ØÙØÙâ httpstcoEthChyN,5
1052,1052,ÙØØµÙØªÙ ÙØØÙØ ÙÙØÙØªØØØØØª ÙØÙÙÙ ØØÙ ØÙ ØÙØªØµÙÙØª Ø³ØØ ØØÙÙ ØØØØ¹ ÙØÙ ØÙÙÙØØØØØª Ø¹ÙÙÙ ÙÙÙÙØ ÙØºÙØ ÙØØØØ Ø¹ÙÙ ØÙÙØªÙØØ  ÙØÙ ØØ³Øªâ httpstcokpDvgvygU,5
1053,1053,ÙÙØ ÙØØ ÙÙØÙØØ ØÙ ØØÙØ ÙÙ ØÙØØÙØÙ ÙØ¹ØØµØÙ ØÙÙÙÙÙÙ Ø¹Ù ÙØ³Ø ØÙÙØØØÙØ ÙÙØÙ Ø¹ØØØªÙÙ  ØÙØªØÙÙÙ,5
1054,1054,ÙØØÙÙ ÙÙØÙÙØ¹ ÙØÙÙ ÙÙ ÙÙ  ØªØÙØØªÙ,5
1055,1055,ÙÙØ ØªÙÙØ¹Øª ÙÙØ Ø¹ØØ ØØÙØ ØØÙ ØÙÙØØØÙØ ÙÙ ØØÙØ ÙÙ ÙÙÙÙÙ ÙØØ¹Ø ØÙÙØªÙ ÙÙ ÙØµØ ÙØªØØÙØ ÙØØÙØÙ ØÙØÙØªØØØØØª ØªØØØØª Ø¹Ù ÙÙ  ØÙ ÙÙ Ùâ httpstcoZurNhmQr,5
1056,1056,Woah GOP lawmakers in Georgiabuzzbrockway a candidate for SOS ed_setzler amp brucethompsongawant to passâ httpstcoVYezmXPS,5
1057,1057,Here is a link to SB which would consolidate the programming of all voting machines throughout the state inâ httpstcoIlfMBVMBG,5
1058,1058,The current statute   says that the SOS shall perform all the duties  imposed by this chapter incâ httpstcoQsHPUYkTd,5
1059,1059,Thus as revised by SB the statute would say that the SOS shall perform all the duties  imposed by this châ httpstcoNHwbmMw,5
1060,1060,In other words SB wld stick Georgia w ANOTHER centralized election system Remember how well that worked oâ httpstcopiVZUFKYTd,5
1061,1061,To be sure the centralized Election Center at Kennesaw has apparently been closed due to the fallout from the sâ httpstcokTUWFelFz,5
1062,1062,But creating another centralized Election Centerthis time within the office of Secretary of State which is unâ httpstcosIcCWuRykX,5
1063,1063,Politicians like buzzbrockway  claim to hate conspiracy theories What they fail to understand is how their oâ httpstcoTTzPgNqDq,5
1064,1064,These concerns are not conspiracy theories They are objectively reasonable reactions to objectively problematâ httpstcoTJcRBEXEj,5
1065,1065,So if you want to avoid what you refer to as conspiracy theories  you should enact policies that dont requiâ httpstcoVBCaeYQzu,5
1066,1066,Neither party should have to blindly trust the other with respect to their votes That is unreasonable That isâ httpstcotJCcvKnJ,5
1067,1067,httpstcomrXeWxzki,5
1068,1068,PS buzzbrockway is upset bc he thinks Im suggesting he wrote SB Im sorry if I created that impressionâ httpstcoRkxJGGv,5
1069,1069,PP S  Ps call these legislators and POLITELY no swearing etc tell them that you want them to OPPOSEâ httpstcoRjUFbOc,5
1070,1070,Jan Jones   Christian Coomer   SB,5
1071,1071,IndivisibleTeam IndivisibleGA IndivisibleGA IndivisibleGA IndivisibleGA IndivisibleGaâ httpstcoUjYdGgpQVF,5
1072,1072,QAnon told us Parkland was was specifically organized amp designed to DISTRACT  But justice will be servedâ httpstcoWiHLgfQz,5
1073,1073,Last nights QAnon posts reveal more about the Clown social media MockingbirdMedia connections used to controâ httpstcowqkGYneWK,5
1074,1074,QAnon just now posted reference to the parallels between his posts last night and POTUS tweets today httpstcouSRrOCgsXl,5
1075,1075,WOW  The NYT is reporting that John Dowd Trumps former attorney has had discussions with Michael Flynns attâ httpstcoAOgMGLGgP,5
1076,1076,Holy Cow QAnon tells us just now that the teams communication devices are under attack The readonly board gâ httpstcodVDqcJCl,5
1077,1077,BREAKING IG Horowitz announces DOJ to review compliance with legal requirements against FISA political spyingâ httpstcodhIhZYXhL,5
1078,1078,QAnon  above posts Snowden shine the light bright on this evil social media spy network so that it caâ httpstcoDiMuJFuCN,5
1079,1079,With QAnon suggesting we think outside box re the timing of release of the IG investigation of FISA abuse beinâ httpstconhOEoy,5
1080,1080,QAnon asks us to consider how our data is being used used for what  He tells of Kickbacks BIG TIME to priâ httpstcomyKxApIcC,6
1081,1081,After Qanon elucidates the international cabal of social media spying on us amp the role of search engine platfâ httpstcorDCofyWKR,6
1082,1082,Obama expanded the existing Senior Executive Service program of DeepState managers and appointed over  ofâ httpstcokeYoScvYXK,6
1083,1083,Qanon mentioned today Nancy Salzman Pres of NXIVM whose cult leader Keith Raniere was arrested in Mexico Hâ httpstcojQGXbfhUnM,6
1084,1084,QAnons mentions of Salzman leads to reveal that more than a dozen contributions poured into Clintonâs coffeâ httpstcoTiimMNZVu,6
1085,1085,NXIVM nexium head Ranieres bankrolled by Clare Bronfman from whom they bilked the Seagrams liquor fortuneâ httpstcohGhlWomYW,6
1086,1086,QAnons last post so far today speaks to intel ops attacking the boards nonstop trying to convince everyoneâ httpstcoWxuCYR,6
1087,1087,threadreaderapp please unroll,6
1088,1088,How to Add Value to People thread    Whether you like it or not human relationships are based on value If you finâ httpstcoWOiXcv,6
1089,1089,Be Well Balanced and Interesting    Having a diverse set of interests makes you interesting It makes it easier toâ httpstcoNygieZkWR,6
1090,1090,Contribute to Someones Interests    Very similar to point  If you can contribute to an interest of someone elsâ httpstcoiehDYWlv,6
1091,1091,Be Sexually Attractive    This means being charismatic in shape interesting and well dressed    Trigger warning tâ httpstcoEFyXX,6
1092,1092,Attractive people tend to have more selfconfidence which adds to the value of conversations Those in good shapeâ httpstcojlrlqke,6
1093,1093,While one can be born with attractive features being in shape and attractive generally shows that you take care ofâ httpstcoEzKCfLpiD,6
1094,1094,Have Something Somebody Wants    This can be money influence knowledge status supplies or anything else If yâ httpstcodVxjklGKy,6
1095,1095,Connect With People Conversationally    Social skills are extremely valuable All else being the same someone wâ httpstcoSuxkeGmc,6
1096,1096,Great charisma and conversational skills make people feel good around you Human relationships are emotional as welâ httpstcouznFZUWn,6
1097,1097,Be in a Position of Power Over Somebody    The more status you achieve in a field or in life in general the moreâ httpstcomGMbxdno,6
1098,1098,Be an Expert at Something Valuable    Granted this takes a long time But the more indemand your knowledge and sâ httpstcoHUSnOXXN,6
1099,1099,Know How to Market Teach and Sell    Its not usually enough just to be valuable Its essential to know how toâ httpstcobqjkVOyJOt,6
1100,1100,Additionally if you know how to teach well you can spread your knowledge and wisdom to others This by itself isâ httpstcoHreBbQnVc,6
1101,1101,Thats all for now If you found this helpful you can do me a big favor simply by retweeting the first post of this thread,6
1102,1102,And sign up for the Western Mastery email list for more content like this via email The next emails going out areâ httpstcoZXZeGNDZg,6
1103,1103,My brothers do me a favor and look this thread over RT it if you think your audience would like it  realMarkBâ httpstcoFDfoJtVpx,6
1104,1104,I will be  ing many of you over the next month or so to get more of my ideas out there Your audiences will probabâ httpstcoDmDSfMWQB,6
1105,1105,QAnon    FaleFlag    Consider   Trump says he wants out of Syria   Assad has essentially won Why create aâ httpstcoedocryicb,6
1106,1106,Anyone who has been following things can see that the DeepState wants War    WHY    Militaryindustrial complexâ httpstcopVtjoppYz,6
1107,1107,Trump works out a deal wNK back in Novemberafter our October bombing took out their major nuclear faciliâ httpstcoBojpgWwfb,6
1108,1108,Knowing how the media will react Trump directs provocative tweets at KimJongUn during this time frame    Theâ httpstcoTAljbUpLn,6
1109,1109,Now that Trump has effectively brokered a deal to denuclearize the Korean peninsula the LSM should be heapingâ httpstcoBkoYoOEK,6
1110,1110,Isnt this win in NK a win for the US that must be celebrated    Not according to the DeepState and theâ httpstcoLcfLrsAZFP,6
1111,1111,With NK off the table the last hope of the DeepState is a WAR in the MiddleEast They focus on Syria as thâ httpstcowofleFwuOt,6
1112,1112,Trump KNEW they would take the bait and do exactly what they did Hes exposing their evil so he tweets the folâ httpstcoqjoQkdkNgz,6
1113,1113,With his tweet Trump has neutered the media     Trump knows that they CANNOT provide verification that Assadâ httpstcoVpMZXoM,6
1114,1114,At the center of much of this and the UScreated ISIS is NoName Traitor McCain Those who moved off of theâ httpstcoVWnAjX,6
1115,1115,Snopes a leftist propoganda arm had labeled a McCainISIS connection FALSE in the past I had personally viâ httpstcoSlkciIVW,6
1116,1116,Snopes tried to clean its tracks in the archiving systems so there were NO archives available for this page Iâ httpstcorUJWXb,6
1117,1117,Snopes is scrambling so they have not cleaned the page fully Clearly the phrasing doesnt match the actual pâ httpstcoUpfRHwunIY,6
1118,1118,Here are some of the incriminating pictures showing McCain meeting w ISIS leaders such as leader alBaghdadâ httpstcoOhFzRnTH,6
1119,1119,Back to the original question WHY did Israel bomb Syria last night I see two possible reasons that seem logâ httpstcoUtxwEwwVhJ,6
1120,1120,With this as background for those not following things closelyor getting their news from a lying medianâ httpstcoHAQMwYlbN,6
1121,1121,Now read this QAnon post    Apr    EST Q xowATZVQ ID df   They are trying to startâ httpstcolqDIBQUl,6
1122,1122,threadreaderapp unroll,6
1123,1123,Most of history is a total lie designed by people wanting to infer meaning of historical events in a modern coâ httpstcoCuVntoWxLA,6
1124,1124,Even within this tweetstorm are probably a lot of missing nuances  Do tell your stories    I will start afterâ httpstcocmpJnw,6
1125,1125,Why did AHitler repeatedly say GER was betrayed    Another force was present one that was not a nation stateâ httpstcoOjlXAMyjzH,6
1126,1126,Why did the Germans even though a foreign boot never shot a boot on their soil make overtures of peace to endâ httpstcoBVGCQsAn,6
1127,1127,Why would defeated nations not accept defeat    Here comes the grand deal of WWI  Palestine  And the stab in tâ httpstcoJrhKim,6
1128,1128,But even in this state GER was offering England peace terms  What were they aware of    Was is it that nonnaâ httpstcoliDXKDLq,6
1129,1129,Thats where  years of trouble started    Not making apologies for Germany rather develop an understanding ofâ httpstcosxzEqInH,6
1130,1130,The Brits desperate to make a deal would have to pay up after defeating GER HUN AUT TUR    Oct  Oâ httpstcoAyomqvsqND,6
1131,1131,Who had the resources to make such stunning assurances    Roths    The USA was brought into WWI to defeat Germanyâ httpstcoElRNFm,6
1132,1132,If you think for a second this is a Jewish thing you have missed the point completely  Anyone who had damageâ httpstcoYhNlBLBQLz,6
1133,1133,You can turn the clock back to ancient rome same garbage different tools    This story has the most relevanâ httpstcoWyyyZjGq,6
1134,1134,This story ends way short of its historical truth but that is intentional because its really a story about today  Qanon,6
1135,1135,The same powers controlling the world during this time are almost the same as today  But in Rome we had the saâ httpstcoFEtqMgNN,6
1136,1136,And there we go  Those unformed about history are forced to repeat it    Those very powerful hold the levers toâ httpstcopHkLCOqwV,6
1137,1137,Draw the inference friends    If lack of information allows for horrific historical outcomes who is preventinâ httpstcoueJUfXpef,6
1138,1138,Only one answer    IBOR    InternetBillOfRights     InternetBillOfRightsNow    The media data monsters are in bed wâ httpstcoxNZlmtxjR,6
1139,1139,This is why you never hear about china in news  Russias a distraction from the new influences in our worldâ httpstcoHlAtMgIY,6
1140,1140,Seeing a lot of theyre innocent til proven guilty and this means they are innocent tweets about Belfast todayâ httpstcodEeqdNe,6
1141,1141,I was the foreperson on a trial a short time ago for a rape and sexual assault that happened approx  years priorâ httpstcombkRYFst,6
1142,1142,In many cases balance of probabilities is good enough  ie if it seems more likely that scenario A happened thanâ httpstcoYknDiyMJo,6
1143,1143,These cases must be proved beyond reasonable doubt which means that if a lawyer can introduce some reasonable doubâ httpstcoUbLVvJpLZT,6
1144,1144,This is how sometimes you can end up feeling like you are obliged to vote for Not Guilty even if you personallyâ httpstcoOJZizDdyzC,6
1145,1145,I dont know if this is what happened in that jury room Only the jury themselves know that    But I also want to paâ httpstcoGOJVFYogq,6
1146,1146,And just because a lawyer somewhere managed to introduce some reasonable doubt does not mean that a defendant is inâ httpstcoRAUxFAUp,6
1147,1147,In the trial I sat on I had to be recused right before deliberations due to travel and the trial running longer tâ httpstcolnExqkoSq,6
